player_id,position,goals,assists,passing_accuracy,key_passes_per_game,interceptions_per_game
284884,M,9,13,88.03,4.38,4.26
284890,D,52,25,84.27,3.36,7.96
284954,D,20,16,51.7,5.52,0.11
284970,M,18,3,91.56,2.6,5.83
284983,M,21,14,22.23,3.8,5.15
285000,D,13,16,7.78,2.06,8.58
285036,D,2,20,30.03,1.77,1.1
285040,M,15,5,81.06,4.76,5.62
285064,F,27,6,96.14,6.1,3.66
285065,M,50,28,33.17,3.66,9.37
285091,D,7,12,1.32,6.07,2.77
285127,M,54,23,11.92,6.13,7.89
285242,F,11,1,84.16,0.79,3.06
285279,M,49,15,46.81,1.54,5.3
285282,F,11,22,83.17,2.85,8.51
285287,M,0,13,14.21,4.96,3.87
285289,F,50,5,19.52,0.36,6.42
285294,F,59,1,41.61,4.97,2.52
285296,D,9,28,5.89,0.75,1.42
285298,F,4,28,37.32,4.67,7.6
285322,D,56,3,21.34,4.9,2.46
285323,M,46,8,9.19,2.06,6.74
285424,D,6,14,31.12,5.03,7.31
285439,D,3,22,44.31,2.2,7.79
285472,F,39,6,15.54,6.15,5.71
285548,D,39,29,16.72,3.5,7.47
285597,M,4,24,43.22,1.26,3.53
285602,D,6,20,21.47,2.22,7.69
285621,M,56,3,19.61,4.83,7.53
285634,M,5,5,69.89,6.28,4.15
285656,M,40,13,45.2,0.28,8.3
285663,M,22,4,70.91,0.38,3.89
285738,D,15,22,86.28,0.19,3.03
285754,F,38,3,46.4,4.51,4.65
285771,F,51,12,31.02,3.04,6.39
285775,F,15,28,39.77,3.13,1.54
285796,M,33,26,81.3,0.08,4.63
285845,M,50,3,91.7,2.84,0.37
285847,D,43,14,11.04,0.22,5.88
285858,F,34,0,80.81,1.86,2.13
285862,D,30,26,1.97,3.71,8.59
285866,D,28,14,67.63,6.17,6.82
285868,D,12,18,57.18,2.36,4.35
285916,D,52,2,73.36,4.29,5.79
285920,F,59,9,80.26,2.78,9.8
285928,M,22,8,74.44,1.51,7.63
285929,D,57,24,6.69,5.03,4.16
285951,D,2,19,45.13,2.77,0.98
285957,M,2,17,35.75,0.73,0.63
285998,D,26,7,66.99,6.38,9.61
286000,F,9,16,30.73,4.58,1.52
286005,F,12,12,26.06,2.06,4.98
286042,F,15,22,87.47,0.95,5.32
286071,D,52,17,81.05,0.8,2.4
286077,D,41,19,14.97,3.81,8.03
286168,D,1,29,34.15,2.06,3.36
286181,M,33,17,51.8,1.84,8.27
286215,M,37,30,98.83,1.24,5.41
286217,D,19,8,19.02,5.19,0.46
286259,D,28,23,75.07,1.72,0.25
286275,D,49,23,39.24,7.0,8.69
286276,F,35,13,63.88,2.06,5.94
286288,M,34,25,41.88,0.36,8.72
286293,D,11,25,8.71,4.57,6.29
286297,M,17,1,20.9,5.0,9.35
286373,F,12,25,47.78,0.5,9.52
286384,D,34,21,35.3,4.55,2.86
286406,M,28,29,40.92,5.43,9.52
286503,D,10,8,65.89,2.76,0.94
286533,D,58,16,47.06,6.4,8.41
286596,D,0,12,84.59,4.21,6.24
286710,D,7,8,79.24,4.21,1.22
286779,D,17,9,78.42,1.59,0.99
286841,M,7,5,51.0,4.4,4.87
286849,D,33,21,10.64,0.19,8.74
286919,F,47,10,23.1,0.49,6.72
286938,F,20,26,26.04,6.79,2.95
286945,F,18,25,96.3,5.55,9.23
286949,D,4,20,81.67,2.62,6.17
287015,M,43,6,53.6,6.92,5.16
287051,D,12,5,9.08,4.47,0.68
287167,F,55,23,97.33,4.27,0.37
287178,F,43,20,27.78,4.29,2.65
287183,F,6,24,85.99,1.33,4.8
287188,M,0,4,96.45,1.48,9.95
287189,M,6,6,38.73,0.8,8.98
287203,D,55,23,26.4,6.94,2.22
287240,M,29,21,11.23,0.06,1.12
287247,M,2,21,19.21,5.63,5.18
287254,M,60,28,29.03,2.92,3.12
287305,M,43,2,71.11,6.5,5.77
287307,M,24,20,66.18,3.74,0.6
287313,M,26,8,30.07,1.91,2.71
287315,D,13,10,7.15,3.32,0.26
287343,D,38,21,74.13,2.84,4.52
287367,D,35,14,4.95,1.37,8.57
287417,M,41,16,90.15,2.13,8.43
287431,D,14,18,4.03,1.4,5.5
287528,F,33,1,49.49,2.28,1.68
287578,D,57,21,57.73,4.6,6.45
287579,M,28,26,87.06,3.46,8.78
287600,M,32,22,43.41,6.15,3.22
287631,F,4,29,11.52,5.74,6.68
287633,M,43,21,42.02,5.48,3.43
287635,M,39,30,35.91,2.37,1.67
287636,D,41,2,92.37,4.05,0.48
287638,D,34,19,92.82,1.15,5.25
287640,D,19,5,74.19,5.15,1.99
287647,M,23,2,8.98,4.74,2.6
287648,F,35,28,55.63,1.73,0.73
287656,F,33,9,46.05,1.57,2.93
287662,M,39,19,11.25,3.05,7.24
287663,M,48,8,94.58,0.64,2.07
287681,M,6,19,10.44,1.56,7.48
287686,D,23,17,95.38,5.04,8.58
287688,M,8,25,61.68,2.95,3.79
287690,M,2,15,6.22,6.32,4.39
287700,M,50,0,83.71,4.28,4.32
287710,M,48,26,6.87,4.2,0.25
287717,M,13,21,3.38,3.72,8.08
287726,D,20,1,83.77,1.93,8.82
287737,F,14,4,82.96,0.07,0.09
287747,M,18,28,53.59,4.23,7.44
287762,F,15,18,32.33,1.96,0.4
287790,D,50,13,83.3,0.8,4.92
287792,D,34,8,53.6,4.84,7.46
287836,M,29,0,12.08,4.85,1.46
287863,M,6,9,71.88,1.65,4.08
287875,M,34,17,67.21,1.35,0.1
287876,F,38,22,42.17,6.14,4.41
287903,F,46,12,7.93,0.04,7.27
287920,F,39,23,15.0,5.14,9.43
287925,D,39,9,24.93,2.17,4.31
287940,D,28,15,43.7,5.43,9.77
287943,D,42,21,57.89,3.12,4.18
287964,D,8,11,50.24,2.91,5.37
287986,M,41,18,92.17,2.37,3.99
288000,D,60,20,17.37,5.03,7.51
288005,D,7,6,59.02,1.84,4.06
288018,F,55,13,37.32,0.65,9.0
288067,D,7,22,21.06,6.68,8.91
288121,M,19,27,64.36,6.16,0.43
288125,D,40,28,21.23,3.67,3.74
288153,D,35,25,50.84,5.95,6.44
288172,D,29,21,38.98,5.38,2.32
288193,D,49,2,64.55,1.54,6.58
288225,M,14,19,30.07,4.87,9.33
288228,F,58,18,11.47,0.82,0.79
288230,F,17,10,7.58,5.29,9.81
288233,F,11,18,15.72,0.4,3.43
288237,D,2,28,76.98,2.82,1.03
288240,M,30,27,17.24,1.07,7.77
288241,D,25,22,46.11,3.25,4.1
288245,F,14,26,27.83,5.05,0.43
288248,M,53,26,41.1,6.13,1.79
288251,M,11,7,45.48,1.7,0.85
288253,D,48,10,96.83,3.45,8.88
288255,M,11,15,78.75,0.32,5.84
288268,M,57,16,65.47,1.42,4.04
288311,M,43,17,48.59,1.49,0.78
288313,M,2,1,66.99,4.12,3.44
288318,F,25,15,89.61,6.7,8.1
288340,F,46,21,41.19,2.33,2.72
288348,D,48,18,47.19,4.66,6.54
288352,D,34,16,42.5,4.21,1.27
288353,F,11,30,65.38,1.01,5.32
288429,D,37,0,69.5,0.96,2.31
288430,D,43,8,99.82,5.1,1.32
288432,F,35,17,49.17,4.87,4.72
288436,D,35,27,40.86,1.72,4.51
288449,D,3,24,41.74,3.58,9.34
288453,M,30,22,83.71,5.37,7.86
288454,D,59,18,32.78,4.6,2.49
288480,D,43,25,43.64,6.52,6.25
288496,M,18,15,67.43,4.15,4.37
288498,M,10,22,60.24,6.07,4.25
288499,F,57,3,55.69,1.91,6.63
288502,M,52,12,27.08,1.79,3.09
288506,F,16,20,36.23,5.74,8.97
288511,F,7,14,80.78,5.34,8.62
288549,D,59,1,5.18,1.51,3.72
288570,D,1,20,84.25,4.78,0.27
288655,F,17,18,96.85,5.48,5.85
288710,D,0,29,75.95,0.11,6.85
288716,F,53,15,54.7,3.14,7.66
288721,D,27,24,7.45,1.8,2.32
288832,D,48,26,2.31,1.34,3.5
288853,D,58,2,1.52,6.31,8.77
288854,D,14,29,4.97,5.06,2.16
288855,D,56,24,67.08,3.98,4.57
288856,D,27,4,32.7,6.1,1.64
288857,D,0,21,67.01,3.61,4.72
288858,D,54,4,85.82,5.74,7.04
288883,D,34,30,35.93,1.1,7.59
288924,M,29,2,51.77,2.48,3.02
288952,F,45,17,18.53,3.67,8.28
289059,D,17,7,37.84,2.42,6.88
289061,M,58,19,51.63,4.81,1.16
289065,F,44,14,97.17,1.92,3.65
289075,F,38,0,37.79,5.74,5.66
289085,M,59,15,50.01,5.95,8.59
289087,M,59,10,18.17,1.99,2.55
289095,D,15,14,66.9,4.21,3.92
289117,D,59,24,29.25,0.77,7.98
289165,M,11,11,66.38,5.47,5.19
289167,F,25,24,29.17,2.08,4.48
289182,F,58,2,95.19,4.4,1.07
289194,D,38,28,61.2,2.83,5.54
289196,D,59,18,57.24,2.34,9.98
289216,D,32,26,64.05,1.12,2.63
289225,F,39,26,78.34,1.2,5.38
289228,M,17,17,69.35,6.81,5.63
289236,F,50,15,94.04,4.85,2.05
289241,M,26,16,2.9,2.21,2.3
289255,D,59,6,72.93,5.81,3.47
289257,M,49,5,52.08,2.64,2.32
289267,D,34,6,59.38,0.09,1.58
289272,F,48,27,67.75,1.94,3.35
289282,D,3,3,4.48,2.59,2.12
289286,M,33,18,46.71,4.47,1.49
289287,M,60,22,33.84,2.59,2.15
289404,M,26,27,93.62,3.97,9.41
289432,D,34,21,19.18,1.29,9.38
289433,F,0,9,95.09,3.8,8.07
289434,D,7,25,27.86,4.25,4.01
289446,D,0,25,81.26,4.31,4.28
289460,D,53,26,39.82,6.57,2.4
289472,D,45,12,37.73,0.74,6.97
289487,M,12,1,66.5,4.86,7.05
289507,F,35,14,7.13,2.43,6.45
289510,M,45,25,65.87,1.04,7.45
289538,D,13,4,92.02,2.33,6.45
289564,D,37,3,89.75,2.32,7.76
289573,F,8,1,29.9,5.31,5.31
289581,D,32,19,26.36,2.18,5.73
289584,D,6,10,18.77,2.81,9.16
289585,M,6,18,39.94,2.38,4.68
289587,F,26,1,5.22,2.39,2.37
289590,D,41,25,24.37,3.34,0.28
289592,M,3,30,51.42,0.2,6.42
289614,M,38,15,30.6,0.49,6.02
289643,F,60,25,60.04,2.23,8.88
289645,F,29,29,90.94,0.55,4.0
289648,F,4,2,18.0,3.86,0.42
289651,D,25,1,33.5,2.93,5.85
289683,D,28,0,35.02,1.59,7.54
289713,F,58,7,77.05,3.0,2.07
289802,F,2,28,91.59,6.67,1.19
289814,F,26,25,71.11,0.36,0.87
289835,M,25,20,60.96,0.43,4.01
289843,M,11,5,68.39,4.11,1.76
289844,M,15,18,78.21,5.8,6.75
289845,M,17,4,58.53,3.58,7.83
289846,F,21,7,66.87,0.07,5.92
289854,F,21,18,3.81,1.83,1.11
289855,M,2,5,91.72,6.85,9.11
289898,M,41,3,32.72,5.92,2.61
290017,D,12,28,84.3,0.39,7.42
290032,D,38,17,34.79,1.34,1.81
290083,M,32,20,76.13,1.13,3.38
290212,M,38,19,86.68,4.56,4.0
290249,M,29,5,95.26,3.82,6.05
290250,D,13,16,2.14,4.53,5.32
290256,M,52,2,13.0,6.77,9.11
290261,D,1,23,8.11,0.39,0.08
290269,F,27,26,19.37,0.87,7.6
290271,D,3,22,26.51,4.54,7.21
290273,D,50,20,84.4,1.45,1.8
290290,D,19,0,47.59,5.63,3.95
290336,F,9,7,65.36,4.7,5.89
290337,M,4,26,57.63,2.98,8.77
290349,D,52,29,86.86,2.74,1.98
290366,M,46,7,97.54,2.64,8.98
290384,F,41,20,87.29,6.42,3.41
290388,D,54,8,15.38,4.17,7.24
290391,M,29,30,73.61,4.01,8.89
290405,F,57,23,99.22,1.61,0.31
290416,D,49,11,86.18,0.89,8.54
290417,D,23,23,48.88,5.59,8.13
290418,M,4,28,33.86,2.34,4.5
290530,F,38,21,53.82,3.03,3.98
290532,F,4,13,34.92,0.32,0.5
290533,M,20,7,78.79,4.07,8.82
290534,D,31,30,54.21,5.44,5.07
290540,M,35,20,50.23,3.48,3.71
290549,D,0,28,72.98,5.09,9.88
290551,M,52,18,76.58,2.03,6.66
290552,M,24,20,25.11,3.05,8.16
290555,F,7,12,39.64,6.75,3.83
290558,F,46,0,14.2,6.36,0.26
290561,F,59,10,0.89,6.84,1.73
290569,D,33,0,27.7,1.75,4.94
290571,M,18,20,7.31,5.2,8.44
290573,D,35,3,49.19,6.63,8.16
290577,F,51,6,59.56,0.92,9.64
290587,M,17,28,8.3,6.22,3.88
290593,F,48,4,80.62,6.21,9.58
290595,D,20,26,30.92,3.27,2.48
290603,M,35,25,47.62,0.34,8.31
290605,F,3,21,3.89,6.13,5.35
290613,F,18,3,42.77,6.88,1.62
290615,F,15,28,81.12,2.59,1.54
290649,F,16,24,66.82,3.45,4.49
290696,M,7,7,68.23,1.73,6.9
290698,M,46,15,22.91,1.86,8.74
290716,D,23,13,67.26,6.25,2.55
290733,D,23,11,81.79,0.73,2.21
290739,D,39,19,55.63,5.84,2.02
290746,M,45,16,5.0,2.21,4.02
290754,M,25,1,73.87,3.18,2.43
290761,F,23,21,36.56,5.77,7.98
290768,D,2,2,38.87,3.1,2.45
290770,M,14,10,83.69,4.92,8.64
290774,D,19,20,51.01,0.79,5.72
290780,D,2,3,69.95,2.26,4.51
290785,M,20,11,91.4,1.74,3.16
290788,F,53,19,9.74,5.44,8.45
290801,D,6,20,75.17,6.34,5.58
290862,M,21,7,2.75,4.89,6.05
290872,F,46,18,18.02,4.14,1.3
290876,M,38,6,75.72,1.17,6.52
290928,M,46,30,55.63,6.69,2.2
290935,F,52,30,60.29,4.19,1.53
290940,D,48,23,76.41,6.78,6.29
290951,F,56,10,65.01,0.48,5.88
291007,D,15,18,80.44,6.01,5.49
291039,D,27,7,42.32,0.89,6.98
291054,F,22,26,6.28,5.62,2.6
291065,F,47,24,99.75,6.76,5.56
291103,M,26,29,1.04,6.4,1.97
291110,F,37,26,30.41,4.72,8.9
291111,M,7,5,37.28,5.1,9.81
291124,F,43,16,91.65,6.12,1.21
291128,F,48,20,82.92,0.94,4.93
291129,F,44,29,19.98,0.34,9.22
291140,D,23,29,0.0,1.88,2.15
291171,D,36,24,92.18,1.05,1.61
291177,M,4,14,35.39,6.16,4.97
291178,F,21,0,78.4,3.89,5.61
291200,D,24,0,10.93,4.37,0.51
291222,F,6,20,12.57,6.16,3.57
291235,F,49,2,0.04,2.05,0.87
291247,F,48,19,90.33,1.52,9.53
291266,M,21,17,91.8,5.87,1.66
291276,M,0,0,86.18,0.5,6.35
291323,M,4,9,18.84,5.82,0.53
291324,M,0,16,53.23,2.77,7.44
291352,D,37,4,86.19,5.08,2.2
291392,D,25,8,58.04,0.07,0.96
291397,D,34,8,10.73,3.39,3.14
291398,D,32,25,28.35,2.48,8.76
291399,D,27,14,47.86,3.43,2.97
291400,M,46,19,80.76,4.34,7.44
291402,M,0,0,34.72,2.25,9.55
291408,D,17,0,53.13,3.21,4.79
291417,D,51,17,18.57,1.38,8.83
291422,F,45,4,60.36,2.81,0.29
291432,M,43,9,52.03,2.27,8.87
291451,D,35,15,96.56,3.99,2.91
291520,F,45,9,69.75,3.83,6.73
291522,M,33,25,17.31,0.01,1.83
291544,F,53,13,73.47,6.85,2.73
291592,M,3,18,21.28,0.2,5.06
291596,D,25,6,52.7,1.43,0.1
291612,M,3,20,71.1,1.35,2.74
291657,D,2,20,10.17,1.68,1.81
291669,M,0,22,82.68,4.65,5.95
291697,M,44,11,3.75,3.26,9.37
291701,D,22,24,69.89,6.26,4.97
291739,F,59,11,99.62,6.84,3.08
291744,F,24,1,83.46,6.94,2.07
291749,M,33,30,98.29,0.9,6.7
291750,M,41,24,35.7,5.9,3.59
291758,D,54,26,42.37,3.93,2.7
291760,D,51,5,10.55,1.67,1.25
291764,D,15,13,7.83,0.18,7.98
291765,D,16,7,51.03,4.67,1.95
291816,D,2,27,34.0,0.33,5.83
291853,M,21,2,99.1,3.99,5.85
291856,D,10,10,76.73,6.08,2.22
291927,D,55,13,33.7,1.01,3.77
291939,M,59,26,47.5,2.38,1.7
291941,D,54,7,82.02,0.17,6.84
291947,D,53,6,25.76,5.41,6.8
291968,M,35,8,15.5,5.51,4.85
291981,D,25,27,87.59,5.33,1.67
291986,M,37,29,26.61,5.73,9.73
291997,M,32,11,73.05,6.88,7.25
292124,M,17,13,24.84,3.81,8.48
292174,D,36,12,17.56,0.78,7.94
292200,M,43,30,60.5,1.01,3.91
292203,D,55,30,34.87,4.07,8.83
292221,D,3,3,57.47,0.25,5.96
292246,F,11,5,51.67,5.29,5.64
292269,F,51,11,98.9,1.46,9.61
292281,D,19,20,52.61,6.13,8.83
292333,M,5,7,42.35,0.29,5.87
292343,M,14,4,5.05,6.94,2.47
292346,F,37,25,59.79,4.37,4.44
292350,M,54,8,89.67,5.72,8.55
292353,D,43,9,75.91,4.24,1.15
292356,F,11,11,73.2,1.05,4.17
292357,D,40,4,2.3,2.89,3.01
292361,M,23,18,48.25,5.5,4.52
292365,D,60,23,12.22,1.3,3.22
292366,D,48,1,62.85,4.77,5.05
292398,F,37,4,98.44,3.21,4.22
292402,D,54,22,54.85,1.65,7.71
292409,F,1,13,29.06,5.15,6.9
292417,F,30,16,50.25,3.12,8.8
292422,M,13,28,50.42,0.78,0.14
292496,D,11,0,77.78,2.5,2.12
292499,F,1,9,14.62,5.25,4.61
292501,D,35,13,14.06,3.16,6.68
292509,D,38,7,4.57,1.43,2.39
292528,F,19,8,38.28,3.19,0.48
292534,M,49,18,83.34,4.63,1.72
292545,D,18,19,81.12,5.71,8.61
292558,M,57,3,75.58,2.5,4.11
292570,D,31,8,72.63,4.29,4.74
292615,F,22,25,79.2,4.42,4.89
292621,F,40,14,4.26,2.97,3.14
292665,D,12,1,93.78,2.55,1.05
292717,F,44,2,43.92,5.62,1.52
292719,D,0,10,67.76,2.78,0.19
292722,D,44,8,0.81,5.81,9.46
292733,D,51,23,74.59,6.35,7.25
292734,M,1,0,84.22,4.74,1.67
292736,D,35,26,82.21,1.59,7.61
292739,F,21,6,2.38,3.26,2.79
292740,M,39,4,4.82,4.34,8.78
292749,M,33,27,40.79,0.61,8.82
292772,D,14,27,80.06,6.78,0.49
292773,F,16,4,91.85,0.69,3.23
292775,F,17,17,76.64,5.22,0.47
292780,D,13,4,16.35,1.32,1.58
292787,D,30,28,73.4,2.16,6.02
292802,M,41,4,87.73,4.37,9.41
292805,F,24,19,2.46,3.53,4.16
292806,M,49,10,99.0,2.39,5.84
292808,D,36,13,20.02,6.77,1.6
292812,D,4,20,87.26,3.6,9.58
292813,D,49,30,48.07,2.99,4.78
292817,M,25,16,10.87,5.6,4.25
292818,F,22,15,76.23,2.72,2.53
292820,M,56,25,23.87,0.75,4.21
292822,F,15,18,8.13,6.88,8.24
292832,M,43,20,24.03,5.35,9.67
292835,F,60,26,42.4,4.71,6.57
292837,F,43,16,69.52,5.48,2.62
293002,F,48,18,28.55,6.98,3.65
293063,M,3,17,46.28,4.56,8.91
293108,D,11,3,97.51,1.46,8.59
293134,D,48,13,10.18,4.11,8.32
293135,D,8,11,24.97,1.61,8.53
293168,D,49,3,1.92,3.31,5.39
293169,F,59,17,63.72,2.05,5.64
293180,D,56,30,17.94,5.45,8.99
293194,D,26,21,0.73,2.76,0.6
293200,M,12,25,32.5,5.86,8.44
293210,M,39,3,1.57,0.78,5.0
293213,M,42,7,84.92,0.66,6.08
293228,M,35,2,97.86,6.47,9.23
293231,D,4,8,64.03,0.49,4.99
293247,D,49,2,8.87,2.43,4.47
293253,F,24,26,24.05,6.01,3.13
293279,M,29,26,64.42,4.14,5.58
293281,F,58,4,72.82,1.57,5.78
293283,D,40,18,47.21,5.46,7.01
293298,D,0,2,98.29,0.5,4.63
293308,M,44,29,8.67,4.75,5.81
293315,D,0,26,35.93,0.21,4.49
293316,F,35,9,61.91,2.17,4.28
293324,D,29,9,59.35,4.19,3.15
293325,F,0,21,24.01,0.74,7.94
293326,F,28,19,26.38,5.04,8.98
293327,D,19,29,72.53,4.6,1.52
293339,D,10,3,52.4,2.65,4.83
293351,D,41,23,28.66,3.47,6.12
293383,M,19,13,44.38,2.97,7.19
293385,M,32,30,33.45,5.14,5.3
293388,M,20,3,13.81,3.88,4.27
293395,F,1,2,39.81,2.94,2.03
293450,D,21,9,90.61,5.79,1.05
293502,F,35,13,35.08,2.85,0.48
293513,M,14,16,30.21,2.12,6.33
293523,D,16,19,38.26,5.2,1.92
293569,M,58,17,8.28,1.56,7.37
293592,F,32,27,58.47,1.84,0.2
293603,F,34,11,4.53,0.49,3.81
293607,M,23,27,95.87,4.88,8.48
293648,D,8,30,72.67,2.53,8.46
293652,D,12,19,62.61,3.69,2.23
293661,M,34,3,36.84,4.3,6.79
293721,M,11,11,53.2,1.54,6.33
293726,M,10,7,78.65,0.3,4.48
293729,D,23,8,76.47,1.3,5.4
293731,D,31,27,49.85,5.16,7.05
293744,D,59,19,46.45,5.26,0.76
293746,M,25,5,31.54,1.84,1.41
293750,M,10,7,83.0,0.59,7.15
293754,F,37,5,66.74,1.28,8.57
293759,F,1,26,64.6,1.68,4.17
293761,D,5,3,16.85,4.47,5.43
293771,M,29,12,8.16,1.25,2.31
293777,F,1,5,27.67,4.05,3.83
293784,D,60,30,83.65,3.12,0.56
293827,M,28,8,52.05,5.62,6.06
293829,D,57,24,26.85,0.79,8.23
293900,F,12,15,97.49,3.42,4.62
293903,D,34,23,16.53,5.04,3.93
293941,F,0,1,94.09,3.41,1.05
293944,M,49,15,27.03,0.76,4.4
293955,F,37,1,58.64,2.84,6.84
293964,F,45,1,99.99,1.78,7.76
293985,D,1,25,8.59,5.5,6.27
293998,M,47,7,62.14,1.0,7.66
294008,D,22,15,77.15,5.06,4.58
294057,M,28,18,6.42,3.93,8.14
294091,F,54,22,35.29,1.86,8.97
294100,F,16,12,7.04,5.88,7.67
294142,M,57,30,38.71,2.61,3.37
294188,M,50,2,88.35,3.38,5.57
294197,D,43,11,51.09,1.93,4.53
294201,M,25,7,22.38,3.57,0.79
294221,M,23,15,99.64,4.06,7.42
294225,F,47,13,40.52,0.07,7.87
294321,D,4,6,90.13,6.7,0.13
294340,M,60,7,13.09,3.73,2.06
294502,F,43,14,5.88,5.54,4.55
294525,M,38,23,91.1,6.53,9.55
294534,F,26,7,82.76,5.99,8.86
294568,F,20,28,44.18,0.2,3.81
294576,F,35,2,47.01,4.12,0.1
294701,F,3,20,72.33,0.8,5.73
294730,D,0,23,51.72,6.54,4.24
294746,M,30,1,86.84,5.57,1.44
294767,D,0,30,2.62,6.52,6.52
294772,F,18,7,27.25,6.19,8.58
294780,M,24,29,7.15,0.54,6.55
294788,F,56,23,24.8,4.39,1.48
294791,F,2,24,4.57,1.88,4.58
294798,M,49,22,83.43,6.06,7.44
294807,M,18,6,22.18,3.69,9.76
294808,M,25,25,67.4,4.9,0.91
294814,M,29,15,42.78,6.3,6.04
294853,M,39,29,46.22,3.06,4.21
294873,M,44,23,21.68,0.41,2.08
294876,F,18,3,13.86,5.89,2.09
294894,F,19,13,2.39,5.33,5.56
294895,D,5,10,1.53,6.75,2.83
294987,D,20,1,36.25,2.53,7.86
295008,D,28,14,58.48,1.89,0.16
295024,D,3,7,84.79,1.4,9.32
295026,D,42,5,11.03,4.81,0.1
295040,D,11,14,69.07,0.8,3.05
295059,M,4,7,45.17,1.86,8.35
295060,M,44,1,3.84,0.81,0.29
295065,M,8,10,1.4,5.2,0.94
295082,D,35,23,17.85,1.0,0.37
295169,F,41,25,0.39,5.73,6.86
295178,M,0,10,54.19,2.17,8.31
295183,M,47,9,86.04,0.52,5.02
295309,D,39,2,19.09,0.54,9.9
295313,F,17,30,25.28,3.06,3.28
295323,M,38,9,86.74,6.38,9.52
295327,F,38,8,76.31,5.68,0.02
295330,F,37,14,28.42,0.31,7.54
295331,F,37,1,59.06,4.15,2.99
295342,D,12,1,60.28,2.83,6.5
295344,M,38,28,27.3,1.73,1.32
295389,D,20,5,88.63,5.07,0.64
295393,D,31,15,32.45,5.87,0.53
295401,F,53,21,98.88,0.67,7.57
295414,D,28,12,44.87,2.77,5.77
295429,D,19,13,72.99,3.05,1.01
295443,D,24,23,12.08,0.65,9.91
295613,M,21,6,68.56,4.75,1.22
295619,M,1,18,1.03,3.25,8.57
295622,M,25,2,13.84,4.91,7.95
295624,D,38,17,87.0,5.41,7.32
295630,D,7,18,84.05,5.12,4.03
295638,D,33,6,22.24,2.75,9.24
295652,D,28,16,8.26,0.86,4.95
295655,D,50,15,22.14,6.12,3.72
295663,F,9,15,38.14,3.39,3.33
295696,D,0,20,54.41,1.26,5.86
295744,M,21,25,64.5,1.87,4.79
295755,D,26,4,2.01,0.16,3.02
295764,M,35,11,48.47,2.05,9.29
295780,D,45,17,71.3,4.47,0.19
295807,M,47,1,85.73,3.26,0.68
295810,M,37,4,3.88,6.62,1.0
295845,D,21,14,54.25,6.73,9.21
295851,F,11,13,35.96,0.72,7.61
295882,F,7,10,4.95,3.88,6.65
295955,D,28,18,34.71,5.51,3.63
296188,D,1,29,35.74,5.43,0.42
296225,M,25,30,59.06,3.88,1.49
296227,D,24,17,86.0,5.58,4.43
296308,M,40,30,5.59,0.49,7.42
296340,M,12,10,19.87,6.82,2.12
296345,D,58,1,92.14,1.17,9.87
296350,D,28,16,48.95,3.95,7.19
296356,D,38,19,55.31,1.63,0.54
296359,D,54,1,3.32,1.87,1.7
296363,M,22,29,87.25,5.99,5.63
296366,M,7,2,86.4,5.46,4.97
296378,D,30,0,64.36,1.87,4.99
296394,D,24,19,80.86,0.5,0.11
296397,M,8,21,43.93,5.17,7.33
296422,D,10,8,40.09,1.41,7.66
296429,F,29,11,5.98,5.36,5.21
296438,M,56,12,8.94,2.32,7.53
296443,M,35,4,53.43,3.34,5.87
296453,F,43,8,47.19,0.31,9.55
296622,F,25,16,94.97,5.05,9.8
296674,F,55,28,78.42,2.9,8.29
296681,F,21,1,26.46,5.79,7.77
296689,D,54,30,43.22,3.11,1.89
296730,M,54,19,67.28,2.6,2.91
296780,M,17,8,70.25,4.53,6.94
296781,F,29,1,12.35,3.99,3.94
296782,M,50,3,92.27,2.09,8.47
296783,F,11,20,28.76,6.93,6.97
296787,M,24,9,70.93,6.54,2.06
296879,F,50,2,28.14,5.31,3.68
296903,D,18,13,79.48,2.68,5.92
296913,F,15,8,51.46,1.72,8.33
296919,F,35,27,71.69,5.15,7.09
296960,F,5,24,61.18,6.69,8.93
296963,D,16,20,78.89,0.07,5.74
296986,F,0,8,29.24,0.92,1.74
297002,F,29,25,93.03,2.48,8.86
297005,F,9,13,15.51,4.28,7.42
297006,F,42,10,91.8,2.43,8.6
297007,D,55,10,23.07,2.75,7.9
297008,M,0,27,73.7,0.01,5.43
297009,F,32,13,74.65,5.89,6.45
297011,F,39,4,3.48,2.25,0.11
297013,D,19,17,26.82,1.59,6.85
297015,D,21,20,96.96,5.35,2.87
297016,D,16,18,84.81,2.78,8.01
297017,M,0,19,13.54,2.78,0.47
297029,D,30,22,6.72,5.07,7.98
297031,M,48,0,9.54,5.88,4.76
297032,D,47,8,32.12,3.42,9.66
297034,M,22,1,0.25,0.13,7.46
297064,F,51,3,14.66,4.06,1.82
297070,D,26,21,4.73,5.49,4.35
297189,M,6,30,30.0,5.17,1.76
297198,M,32,13,93.12,1.54,4.59
297202,M,51,22,79.6,5.75,8.65
297212,D,44,11,98.06,5.85,8.83
297230,M,45,28,69.45,1.7,1.3
297238,D,8,1,72.08,4.74,2.96
297239,M,1,7,40.67,4.34,9.35
297241,D,59,5,69.15,0.07,0.64
297256,F,34,28,56.3,4.17,0.03
297257,F,3,5,25.79,4.32,2.14
297260,D,16,18,2.17,6.55,6.99
297270,M,7,30,98.59,5.38,9.43
297277,D,36,1,28.56,3.03,9.36
297444,M,1,26,3.03,4.77,3.23
